problem, AC, PE, WA, TLE, MLE, OLE, RE, CE, TR, Total , C, C++, Java
A, 225, 5, 26, 51, 3, 48, 358, 17, 70, 271
B, 231, 6, 145, 46, 4, 2, 79, 39, 552, 8, 102, 442
C, 232, 614, 71, 27, 4, 126, 52, 1126, 9, 156, 961
D, 185, 126, 87, 2, 2, 11, 39, 452, 9, 117, 326
E, 219, 559, 125, 54, 240, 60, 1257, 13, 272, 972
F, 172, 341, 108, 49, 2, 65, 38, 775, 4, 138, 633
Total, 1264, 11, 1811, 488, 136, 10, 524, 276, 4520, 60, 855, 3605
